titleM,title,classification,release,runtime,tagline,overview,crew,cast,tags,Status,Original Language,Budget,Revenue,
French Kiss (1995),-,M/12,11/30/1995 (PT),1h 51m,Kate's stuck in a place where anything can happen with a guy who'll make sure that it does.,"After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.","{'Director': 'Lawrence Kasdan', 'Screenplay': 'Adam Brooks'}","{'Meg Ryan': 'Kate', 'Kevin Kline': 'Luc Teyssier', 'Timothy Hutton': 'Charlie', 'Jean Reno': 'Inspector Jean-Paul Cardon', 'Adam Brooks': 'Perfect Passenger', 'François Cluzet': 'Bob', 'Suzan Anbeh': 'Juliette', 'Renée Humphrey': 'Lilly'}","['paris, france', 'airport', 'in love with enemy', 'necklace', 'fear of flying', 'deal', 'vineyard', 'smuggling (contraband)']",Released,English,-,"$101,982,854.00 ",
About Last Night... (1986),About Last Night... (1986),R,07/02/1986 (US),1h 53m,Making love was easy...being in love difficult.,"A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends.","{'Director': 'Edward Zwick', 'Writer': 'Tim Kazurinsky'}","{'Demi Moore': 'Debbie', 'Rob Lowe': 'Danny Martin', 'Jim Belushi': 'Bernie Litgo', 'Elizabeth Perkins': 'Joan', 'George DiCenzo': 'Mr. Favio', 'Robin Thomas': 'Steve Carlson', 'Donna Gibbons': 'Alex', 'Megan Mullally': 'Pat', 'Michael Alldredge': 'Mother Malone'}","['chicago, illinois', ""new year's eve"", 'relationship problems', 'softball']",Released,English,"$8,500,000.00 ","$38,702,310.00 ",
For a Few Dollars More (1965),For a Few Dollars More (1965),M/12,05/23/1968 (PT),2h 12m,"The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!","Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.","{'Director, Screenplay': 'Sergio Leone', 'Screenplay': 'Luciano Vincenzoni'}","{'Clint Eastwood': 'Manco', 'Lee Van Cleef': 'Col. Douglas Mortimer', 'Gian Maria Volonté': 'El Indio', 'Luigi Pistilli': ""Groggy, Member of Indio's Gang"", 'Klaus Kinski': 'Juan Wild - The Hunchback', 'Joseph Egger': 'Old Prophet', 'Panos Papadopulos': ""Sancho Perez, Member of Indio's Gang"", 'Mara Krupp': 'Mary', 'Benito Stefanelli': ""Luke 'Hughie'""}","['bounty hunter', 'rural area', 'pot smoking', 'beard', 'death', 'mustache', 'spaghetti western', 'sombrero', 'right hand man', 'sidekick', 'piano']",Released,Italian,"$600,000.00 ","$15,000,000.00 ",
Nashville (1975),-,R,06/11/1975 (US),2h 40m,The damnedest thing you ever saw.,"The intersecting stories of twenty-four characters—from country star to wannabe to reporter to waitress—connect to the music business in Nashville, Tennessee.","{'Director': 'Robert Altman', 'Screenplay': 'Joan Tewkesbury'}","{'David Arkin': 'Norman', 'Barbara Baxley': 'Lady Pearl', 'Ned Beatty': 'Delbert Reese', 'Karen Black': 'Connie White', 'Ronee Blakley': 'Barbara Jean', 'Timothy Brown': 'Tommy Brown', 'Keith Carradine': 'Tom Frank', 'Geraldine Chaplin': 'Opal', 'Robert DoQui': 'Wade Cooley'}","['country music', 'music festival', 'satire', 'candidate', 'nashville tennessee', 'multiple storylines', 'presidential campaign', 'celebrity worship', 'rally', 'nashville', 'both kinds of music']",Released,English,"$2,200,000.00 ","$9,991,258.00 ",
"View to a Kill, A (1985)",A View to a Kill (1985),M/12,09/27/1985 (PT),2h 11m,Has James Bond finally met his match?,A newly-developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin who forms a plan to destroy his only competition in Silicon Valley by triggering a massive earthquake in the San Francisco Bay.,"{'Director': 'John Glen', 'Novel': 'Ian Fleming', 'Screenplay': 'Richard Maibaum'}","{'Roger Moore': 'James Bond', 'Grace Jones': 'May Day', 'Christopher Walken': 'Max Zorin', 'Tanya Roberts': 'Stacey Sutton', 'Patrick Macnee': 'Tibbett', 'Patrick Bauchau': 'Scarpine', 'David Yip': 'Chuck Lee', 'Fiona Fullerton': 'Pola Ivanova', 'Manning Redwood': 'Bob Conley'}","['paris, france', 'london, england', 'france', 'england', 'san francisco, california', 'horse race', 'fire', 'helicopter', 'drug abuse', 'terrorist', 'secret identity', 'fire engine', 'villain', 'ascot', 'silicon valley', 'zeppelin', 'earthquake', 'snowboarding', 'microchip', 'doping', 'racehorse', 'flooding', 'snow', 'golden gate bridge', 'british secret service', 'snow skiing', 'eiffel tower, paris', 'firefighter']",Released,English,"$30,000,000.00 ","$152,427,960.00 ",
Papillon (1973),-,M/12,05/02/1975 (PT),2h 31m,The greatest adventure of escape!,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.","{'Director': 'Franklin J. Schaffner', 'Screenplay': 'Dalton Trumbo'}","{'Steve McQueen': 'Henri ""Papillon"" Charriere', 'Dustin Hoffman': 'Louis Dega', 'Victor Jory': 'Indian Chief', 'Don Gordon': 'Julot', 'Anthony Zerbe': 'Toussaint', 'Robert Deman': 'Maturette', 'Woodrow Parfrey': 'Clusiot', 'Bill Mumy': 'Lariot', 'George Coulouris': 'Dr. Chatal'}","['prison', 'prison escape', 'jungle', 'solitary confinement', 'based on memoir or autobiography', 'remote island', 'leper colony', 'labor camp', 'corrupt official', 'french colonialism', ""devil's island"", 'prison brutality', 'guyana', '1930s']",Released,English,"$12,000,000.00 ","$53,267,000.00 ",
Rosencrantz and Guildenstern Are Dead (1990),-,PG,02/08/1991 (US),1h 57m,A man talking sense to himself is no madder than a man talking nonsense not to himself.,"Two minor characters from the play ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them.","{'Director, Writer': 'Tom Stoppard'}","{'Gary Oldman': 'Rosencrantz', 'Tim Roth': 'Guildenstern', 'Richard Dreyfuss': 'The Player', 'Iain Glen': 'Hamlet', 'Ian Richardson': 'Polonius', 'Donald Sumpter': 'Claudius', 'Joanna Miles': 'Gertrude', 'Joanna Roth': 'Ophelia', 'John Burgess': 'Ambassador from England'}","['fate', 'existentialism']",Released,English,-,-,
"Name of the Rose, The (1986)",-,M/12,01/23/1987 (PT),2h 10m,"Who, in the name of God, is getting away with murder?","14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.","{'Director': 'Jean-Jacques Annaud', 'Screenplay': 'Gérard Brach', 'Writer': 'Umberto Eco'}","{'Sean Connery': 'William of Baskerville', 'F. Murray Abraham': 'Bernardo Gui', 'Christian Slater': 'Adso of Melk', 'Helmut Qualtinger': 'Remigio da Varagine', 'Elya Baskin': 'Severinus', 'Michael Lonsdale': 'The Abbot', 'Volker Prechtel': 'Malachia', 'Feodor Chaliapin Jr.': 'Jorge de Burgos', 'William Hickey': 'Ubertino da Casale'}","['christianity', 'library', 'inquisition', 'monk', 'poison', 'secret passage', 'based on novel or book', 'horror', 'religion', 'labyrinth', 'rich', 'middle ages', 'persecution', 'medieval', 'franciscan', 'burned at the stake', 'poor', 'murder mystery', 'grotesque', 'theological debate', '14th century', 'master disciple relationship', 'umberto eco']",Released,English,"$18,000,000.00 ","$77,200,000.00 ",
"Island of Dr. Moreau, The (1996)",-,PG-13,08/23/1996 (US),1h 36m,The gates of hell are unlocked.,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA—with horrific results.,"{'Director': 'John Frankenheimer', 'Novel': 'H.G. Wells', 'Screenplay': 'Richard Stanley'}","{'David Thewlis': 'Edward Douglas', 'Val Kilmer': 'Montgomery', 'Marlon Brando': 'Dr. Moreau', 'Fairuza Balk': 'Aissa', 'Daniel Rigney': 'Hyena-Swine', 'Temuera Morrison': 'Azazello', 'Nelson de la Rosa': 'Majai', 'Ron Perlman': 'Sayer of the Law', 'Peter Elliott': 'Assassimon'}","['monster', 'experiment', 'island', 'mutation', 'genetics', 'hybrid', 'remake']",Released,English,"$40,000,000.00 ","$49,627,779.00 ",
Pete's Dragon (1977),Pete's Dragon (1977),G,11/03/1977 (US),2h 8m,Brazzle Dazzle Brilliance!,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.","{'Director': 'Don Chaffey', 'Screenplay': 'Malcolm Marmorstein', 'Story': 'Seton I. Miller'}","{'Sean Marshall': 'Pete', 'Helen Reddy': 'Nora', 'Jim Dale': 'Dr. Terminus', 'Mickey Rooney': 'Lampie', 'Red Buttons': 'Hoagy', 'Shelley Winters': 'Lena Gogan', 'Jane Kean': 'Miss Taylor', 'Jim Backus': 'The Mayor', 'Charles Tyner': 'Merle'}","['farm', 'friendship', 'lighthouse keeper', 'maine', 'part live action', 'escape', 'dragon', 'based on short story', 'part animation', 'live action and animation', 'early 1900s']",Released,English,"$10,000,000.00 ",-,
"Goodbye Girl, The (1977)",The Goodbye Girl (1977),PG,11/27/1977 (US),1h 51m,Thank you Neil Simon for making us laugh at falling in love... again.,"After being dumped by her live-in boyfriend, an unemployed dancer and her 10-year-old daughter are reluctantly forced to live with a struggling off-Broadway actor.","{'Director': 'Herbert Ross', 'Writer': 'Neil Simon'}","{'Richard Dreyfuss': 'Elliot Garfield', 'Marsha Mason': 'Paula McFadden', 'Quinn Cummings': 'Lucy McFadden', 'Paul Benedict': 'Mark', 'Barbara Rhoades': 'Donna', 'Theresa Merritt': 'Mrs. Crosby', 'Michael Shawn': 'Ronnie', 'Patricia Pearcy': 'Rhonda', 'Gene Castle': 'Assistant Choreographer'}","['ballet dancer', 'theater play', 'family abandonment', 'single mother', 'precocious child', 'manhattan, new york city', 'aspiring actor']",Released,English,-,"$102,000,000.00 ",
Dante's Peak (1997),Dante's Peak (1997),M/12,04/11/1997 (PT),1h 48m,The pressure is building...,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.","{'Director': 'Roger Donaldson', 'Screenplay': 'Leslie Bohem'}","{'Pierce Brosnan': 'Harry Dalton', 'Linda Hamilton': 'Rachel Wando', 'Jamie Renée Smith': 'Lauren Wando', 'Jeremy Foley': 'Graham Wando', 'Elizabeth Hoffman': 'Ruth', 'Charles Hallahan': 'Paul Dreyfus', 'Grant Heslov': 'Greg', 'Kirk Trutner': 'Terry Furlong', 'Arabella Field': 'Nancy'}","['helicopter', 'small town', 'mayor', 'evacuation', 'motel', 'lava', 'volcano', 'cabin', 'lovers', 'natural disaster', 'partnership', 'volcanologist', 'rescue', 'disaster', 'explosion', 'scientist', 'seismograph', 'volcanic eruption', 'rowboat', 'catastrophe', 'disaster movie', 'acid', 'county fair', 'abandoned mine', 'volcanic ash']",Released,English,"$116,000,000.00 ","$178,127,760.00 ",
Hackers (1995),Hackers (1995),PG-13,09/14/1995 (US),1h 47m,Their crime is curiosity.,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.","{'Director': 'Iain Softley', 'Writer': 'Rafael Moreu'}","{'Jonny Lee Miller': ""Dade Murphy / 'Crash Override' / 'Zero Cool'"", 'Angelina Jolie': ""Kate Libby / 'Acid Burn'"", 'Jesse Bradford': 'Joey Pardella', 'Matthew Lillard': ""Emmanuel Goldstein / 'Cereal Killer'"", 'Renoly Santiago': ""Ramon Sanchez / 'Phantom Phreak'"", 'Fisher Stevens': ""Eugene Belford / 'The Plague' / Mr. Babbage"", 'Alberta Watson': 'Lauren Murphy', 'Lorraine Bracco': 'Margo', 'Laurence Mason': ""Paul Cook / 'Lord Nikon'""}","['new york city', 'hacker', 'computer virus', 'virtual reality', 'computer', 'prank', 'internet', 'cyberpunk', 'hacking', 'secret service', 'dream sequence']",Released,English,"$20,000,000.00 ","$7,563,728.00 ",
"Prince of Tides, The (1991)",The Prince of Tides (1991),R,12/25/1991 (US),2h 12m,"A story about the memories that haunt us, and the truth that sets us free.",A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,"{'Novel, Screenplay': 'Pat Conroy', 'Director': 'Barbra Streisand', 'Screenplay': 'Becky Johnston'}","{'Nick Nolte': 'Tom Wingo', 'Barbra Streisand': 'Susan Lowenstein', 'Blythe Danner': 'Sally Wingo', 'Kate Nelligan': 'Lila Wingo Newbury', 'Jeroen Krabbé': 'Herbert Woodruff', 'Melinda Dillon': 'Savannah Wingo', 'George Carlin': 'Eddie Detreville', 'Jason Gould': 'Bernard Woodruff', 'Brad Sullivan': 'Henry Wingo'}","['american football', 'suicide attempt', 'trainer', 'twin sister', 'suppressed past', 'childhood trauma', 'dysfunctional family', 'psychiatrist', 'extramarital affair', 'woman director']",Released,English,"$30,000,000.00 ","$74,787,599.00 ",
"Rainmaker, The (1997)",The Rainmaker (1997),PG-13,11/18/1997 (US),2h 15m,They were totally unqualified to try the case of a lifetime... but every underdog has his day.,"When Rudy Baylor, a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company. But to take on corporate America, Rudy and a scrappy paralegal must open their own law firm.","{'Director, Screenplay': 'Francis Ford Coppola', 'Novel': 'John Grisham', 'Screenplay': 'Michael Herr'}","{'Matt Damon': 'Rudy Baylor', 'Claire Danes': 'Kelly Riker', 'Danny DeVito': 'Deck Shifflet', 'Jon Voight': 'Leo F. Drummond', 'Mary Kay Place': 'Dot Black', 'Dean Stockwell': 'Judge Harvey Hale', 'Mickey Rourke': 'Bruiser Stone', 'Danny Glover': 'Richter Tyrone Kipler', 'Virginia Madsen': 'Jackie Lemancyzk'}","['jurors', 'proof', 'court case', 'leukemia', 'lawyer', 'courtroom', 'legal thriller']",Released,English,"$40,000,000.00 ","$45,916,769.00 ",
True Grit (1969),True Grit (1969),G,06/11/1969 (US),2h 8m,The strangest trio ever to track a killer,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.","{'Director': 'Henry Hathaway', 'Novel': 'Charles Portis', 'Screenplay': 'Marguerite Roberts'}","{'John Wayne': 'Reuben J. ""Rooster"" Cogburn', 'Glen Campbell': '""La Boeuf""', 'Kim Darby': 'Mattie Ross', 'Jeremy Slate': 'Emmett Quincy', 'Robert Duvall': 'Ned Pepper', 'Dennis Hopper': '""Moon""', 'Alfred Ryder': 'Goudy', 'Strother Martin': 'Colonel G. Stonehill', 'Jeff Corey': 'Tom Chaney'}","['bounty hunter', 'man hunt']",Released,English,-,"$31,132,592.00 ",
Happiness (1998),-,NC-17,10/16/1998 (US),2h 19m,Finding happiness can be a tragic comedy.,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.","{'Director, Screenplay': 'Todd Solondz'}","{'Jane Adams': 'Joy Jordan', 'Jon Lovitz': 'Andy Kornbluth', 'Philip Seymour Hoffman': 'Allen', 'Dylan Baker': 'Bill Maplewood', 'Lara Flynn Boyle': 'Helen Jordan', 'Justin Elvin': 'Timmy Maplewood', 'Cynthia Stevenson': 'Trish Maplewood', 'Lila Glantzman-Leib': 'Chloe Maplewood', 'Gerry Becker': 'Psychiatrist'}","['sibling relationship', 'rape', 'lover (female)', 'pedophilia', 'sister', 'partnership', 'stalker', 'secret love', 'relationship', 'pedophile', 'parenting', 'extramarital affair', 'family conflict', 'unhappiness', 'obscene telephone call']",Released,English,"$3,000,000.00 ","$2,807,390.00 ",
Friday (1995),Friday (1995),R,04/26/1995 (US),1h 31m,A lot can go down between thursday and saturday...,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.","{'Author': 'Ice Cube', 'Director': 'F. Gary Gray', 'Screenplay': 'DJ Pooh'}","{'Ice Cube': 'Craig Jones', 'Chris Tucker': 'Smokey', 'Nia Long': 'Debbie', ""Tom 'Tiny' Lister Jr."": 'Deebo', 'John Witherspoon': 'Mr. Jones', 'Anna Maria Horsford': 'Mrs. Jones', 'Regina King': 'Dana Jones', 'Paula Jai Parker': 'Joi', 'Faizon Love': 'Big Worm'}","['rap music', 'parent child relationship', 'drug dealer', 'male friendship', 'rapper', 'urban life', 'slacker', 'bully', 'marijuana', 'pot smoking', 'los angeles, california', 'drugs']",Released,English,"$3,500,000.00 ","$28,215,918.00 ",
